from_stop,to_stop,time,passenger_count,fare
Khammam,Medak,2026-01-21 20:41:01,32,64
Siddipet,Hyderabad MGBS,2026-02-03 23:54:01,37,74
Warangal,JBS Secunderabad,2026-01-24 02:24:01,38,72
Dilsukhnagar,Hyderabad MGBS,2026-01-01 02:30:01,36,54
Adilabad,Ameerpet,2026-01-13 23:00:01,35,65
Siddipet,Khammam,2026-01-17 15:49:01,33,53
Mehdipatnam,JBS Secunderabad,2026-01-29 17:42:01,24,53
Siddipet,Karimnagar,2026-01-17 18:46:01,31,61
Mahabubnagar,Dilsukhnagar,2026-01-13 09:34:01,29,63
Hitech City,Siddipet,2026-01-11 07:30:01,26,67
Kukatpally,Mehdipatnam,2026-01-13 00:17:01,26,54
Hitech City,Warangal,2026-02-09 06:46:01,35,74
Medak,Mahabubnagar,2026-01-03 13:57:01,34,71
Siddipet,LB Nagar,2026-01-11 19:32:01,25,63
Dilsukhnagar,Mehdipatnam,2026-02-08 12:02:01,38,54
Uppal,Gachibowli,2026-01-21 01:20:01,38,57
Nizamabad,Mehdipatnam,2026-01-07 02:09:01,25,53
Kukatpally,Suryapet,2026-02-07 15:09:01,30,52
Nalgonda,Mehdipatnam,2026-02-03 06:38:01,25,61
Mehdipatnam,JBS Secunderabad,2025-12-26 09:26:01,27,74
Suryapet,Gachibowli,2026-01-14 12:28:01,36,71
Uppal,Dilsukhnagar,2026-02-01 17:26:01,24,60
Hitech City,Khammam,2026-01-11 07:27:01,30,73
Nizamabad,Mehdipatnam,2026-01-11 06:38:01,35,58
Ameerpet,Warangal,2026-01-17 22:49:01,36,75
Mahabubnagar,Hyderabad MGBS,2026-01-15 03:55:01,30,55
Hitech City,Hyderabad MGBS,2026-02-02 03:54:01,28,53
Nalgonda,Hitech City,2026-01-26 21:56:01,28,57
JBS Secunderabad,Khammam,2025-12-26 06:53:01,30,50
Siddipet,Karimnagar,2025-12-28 10:39:01,26,56
Mehdipatnam,Warangal,2026-01-06 12:33:01,24,73
Ameerpet,Adilabad,2026-01-21 05:03:01,32,65
Siddipet,Hitech City,2026-01-07 16:08:01,38,51
Medak,Gachibowli,2026-02-01 00:12:01,37,60
Karimnagar,Khammam,2026-01-11 09:35:01,33,74
Karimnagar,Dilsukhnagar,2026-01-26 01:39:01,32,66
Dilsukhnagar,Khammam,2026-01-05 20:16:01,24,72
Nalgonda,Siddipet,2025-12-26 18:00:01,26,65
Medak,Nalgonda,2026-02-10 02:01:01,27,74
Karimnagar,Mehdipatnam,2026-01-14 22:40:01,27,63
Ameerpet,Adilabad,2026-01-26 01:35:01,37,75
Mehdipatnam,LB Nagar,2026-01-26 23:49:01,34,75
Nalgonda,Hyderabad MGBS,2026-01-15 19:21:01,26,69
Hyderabad MGBS,Mahabubnagar,2026-02-05 22:41:01,37,55
Khammam,Nizamabad,2026-01-17 08:53:01,30,75
Mahabubnagar,Suryapet,2026-01-22 14:08:01,25,65
Khammam,Medak,2026-01-17 01:49:01,26,60
Medak,Karimnagar,2026-01-05 00:27:01,38,53
Siddipet,Gachibowli,2026-01-26 10:40:01,36,56
Dilsukhnagar,Medak,2026-01-03 21:25:01,30,59
LB Nagar,Mahabubnagar,2026-01-28 20:19:01,31,66
Hyderabad MGBS,Dilsukhnagar,2026-01-02 13:18:01,26,67
Siddipet,Khammam,2026-01-07 06:31:01,30,67
Ameerpet,Mehdipatnam,2026-01-21 22:23:01,33,59
Ameerpet,Hyderabad MGBS,2026-01-12 08:59:01,28,72
Hyderabad MGBS,Karimnagar,2026-01-21 00:54:01,27,75
Nalgonda,JBS Secunderabad,2026-01-25 12:32:01,36,59
Dilsukhnagar,Khammam,2026-01-05 01:55:01,26,67
Khammam,Kukatpally,2026-02-09 10:23:01,31,75
Ameerpet,Dilsukhnagar,2026-01-07 07:20:01,26,61
Nalgonda,Siddipet,2026-01-19 04:26:01,36,66
Mehdipatnam,Hyderabad MGBS,2026-01-03 22:39:01,33,65
Siddipet,Ameerpet,2026-02-07 19:54:01,36,60
LB Nagar,Uppal,2026-02-01 21:45:01,36,69
Nalgonda,Khammam,2026-01-02 00:12:01,36,71
Ameerpet,Khammam,2025-12-27 23:17:01,33,75
Mehdipatnam,Nalgonda,2026-02-11 00:25:01,34,54
Hyderabad MGBS,Uppal,2026-01-14 04:02:01,31,54
Kukatpally,Ameerpet,2026-01-04 22:39:01,35,50
Warangal,Mahabubnagar,2026-01-27 12:46:01,37,53
Suryapet,Gachibowli,2026-01-30 13:26:01,26,52
Siddipet,Nalgonda,2026-01-24 21:36:01,26,51
Karimnagar,Ameerpet,2026-02-10 00:25:01,24,54
Hitech City,Ameerpet,2026-01-25 15:28:01,30,68
Dilsukhnagar,Suryapet,2026-01-11 13:42:01,38,72
Adilabad,Nizamabad,2026-01-11 22:37:01,33,53
Siddipet,Adilabad,2025-12-28 03:28:01,31,60
Nalgonda,Ameerpet,2026-01-22 17:15:01,33,71
Mehdipatnam,LB Nagar,2026-01-14 12:25:01,31,52
Medak,JBS Secunderabad,2026-01-09 11:43:01,31,69
Hitech City,JBS Secunderabad,2025-12-28 18:57:01,24,60
Nalgonda,Nizamabad,2026-02-03 05:42:01,35,61
Suryapet,Mahabubnagar,2026-01-05 02:21:01,32,70
Ameerpet,Karimnagar,2026-01-30 10:33:01,31,64
Hyderabad MGBS,Adilabad,2026-01-07 18:58:01,28,57
Mahabubnagar,Hitech City,2026-02-09 09:27:01,29,66
Siddipet,Dilsukhnagar,2026-01-03 21:39:01,31,61
Nalgonda,Kukatpally,2026-01-22 20:20:01,35,58
Nizamabad,Khammam,2026-01-20 04:24:01,31,65
Warangal,Hitech City,2026-02-10 08:25:01,28,57
Nizamabad,JBS Secunderabad,2025-12-28 20:43:01,27,73
Uppal,LB Nagar,2026-02-09 15:45:01,24,62
Kukatpally,Siddipet,2026-01-24 11:04:01,27,53
JBS Secunderabad,Dilsukhnagar,2026-01-15 00:04:01,28,65
Suryapet,Uppal,2026-01-06 02:13:01,28,69
Dilsukhnagar,Adilabad,2026-02-04 22:06:01,24,65
LB Nagar,Siddipet,2026-01-19 16:02:01,38,55
Mahabubnagar,Kukatpally,2026-02-05 15:08:01,27,75
Kukatpally,Karimnagar,2026-02-05 11:32:01,24,75
Khammam,Siddipet,2026-01-03 01:16:01,25,75
Gachibowli,Mehdipatnam,2025-12-26 23:16:01,26,56
