from_stop,to_stop,time,passenger_count,fare
Karimnagar,Warangal,2026-01-30 08:51:01,37,92
Gachibowli,Mahabubnagar,2025-12-31 22:41:01,40,84
Adilabad,Medak,2026-02-01 04:37:01,48,103
Ameerpet,JBS Secunderabad,2026-02-09 15:29:01,36,77
Suryapet,Adilabad,2026-02-04 07:11:01,36,99
Karimnagar,Siddipet,2026-01-15 18:10:01,35,82
Uppal,Ameerpet,2026-01-05 12:44:01,34,90
Ameerpet,Khammam,2026-02-09 09:25:01,40,82
Uppal,Adilabad,2026-01-10 19:20:01,40,95
Dilsukhnagar,Ameerpet,2026-02-08 14:36:01,48,86
Uppal,Kukatpally,2026-01-22 15:20:01,50,91
Dilsukhnagar,Nalgonda,2026-02-10 04:14:01,43,98
Siddipet,Gachibowli,2026-02-01 07:41:01,37,89
Dilsukhnagar,Warangal,2026-01-27 14:27:01,43,80
Adilabad,Khammam,2026-01-20 18:21:01,50,100
Ameerpet,Kukatpally,2026-01-08 08:16:01,43,101
Adilabad,JBS Secunderabad,2026-02-09 18:15:01,43,77
Medak,Khammam,2026-01-10 18:38:01,46,99
LB Nagar,Gachibowli,2026-02-06 18:59:01,44,103
Karimnagar,Mehdipatnam,2026-01-02 10:44:01,46,86
Mehdipatnam,Dilsukhnagar,2026-01-28 00:44:01,36,96
Karimnagar,Warangal,2025-12-28 17:17:01,40,100
Hitech City,Nalgonda,2025-12-28 22:58:01,42,76
Warangal,JBS Secunderabad,2026-01-03 18:13:01,40,90
Kukatpally,Adilabad,2026-01-08 09:50:01,36,93
Mehdipatnam,Gachibowli,2026-01-05 00:48:01,50,78
Medak,Gachibowli,2026-01-26 00:27:01,39,90
Siddipet,JBS Secunderabad,2026-02-01 04:56:01,43,90
Nalgonda,Ameerpet,2026-01-08 13:37:01,41,94
Mahabubnagar,Gachibowli,2026-01-19 16:07:01,41,97
Gachibowli,Nizamabad,2026-01-11 15:04:01,34,97
LB Nagar,Karimnagar,2026-01-17 13:13:01,39,99
JBS Secunderabad,Siddipet,2026-02-05 03:40:01,43,87
Mahabubnagar,Dilsukhnagar,2026-01-29 03:02:01,40,90
Dilsukhnagar,Siddipet,2026-02-11 06:25:01,37,87
LB Nagar,Hitech City,2026-02-04 21:20:01,50,86
Kukatpally,Suryapet,2025-12-28 06:34:01,40,75
Hitech City,Kukatpally,2025-12-29 05:15:01,36,94
LB Nagar,Karimnagar,2026-02-07 15:48:01,49,97
Warangal,Karimnagar,2025-12-28 05:25:01,40,105
Nalgonda,Siddipet,2025-12-25 18:37:01,38,96
Hyderabad MGBS,JBS Secunderabad,2026-02-05 05:24:01,47,89
Uppal,Mahabubnagar,2026-01-11 03:19:01,37,88
Warangal,Siddipet,2026-02-11 04:52:01,48,96
Ameerpet,Medak,2026-01-24 23:52:01,41,82
Kukatpally,Karimnagar,2025-12-28 14:20:01,38,79
Adilabad,Gachibowli,2026-01-01 12:21:01,42,96
Ameerpet,Siddipet,2026-01-13 19:43:01,40,102
Medak,Warangal,2026-01-13 13:55:01,46,84
Karimnagar,Ameerpet,2025-12-30 00:14:01,40,96
Mehdipatnam,Nizamabad,2025-12-28 12:02:01,49,104
JBS Secunderabad,LB Nagar,2026-01-24 20:44:01,48,97
Hitech City,Hyderabad MGBS,2026-02-02 12:59:01,41,98
Suryapet,Nalgonda,2026-02-09 18:54:01,40,84
Gachibowli,Kukatpally,2026-01-10 10:23:01,50,92
Hyderabad MGBS,Medak,2026-01-04 21:00:01,36,89
Ameerpet,Khammam,2026-02-09 21:27:01,37,79
Karimnagar,Nizamabad,2026-01-04 05:03:01,50,75
Nizamabad,Hyderabad MGBS,2026-02-02 00:57:01,47,97
Karimnagar,Kukatpally,2025-12-24 23:41:01,39,104
Uppal,Gachibowli,2026-01-18 05:19:01,38,94
Kukatpally,Ameerpet,2026-01-14 12:48:01,49,82
LB Nagar,Nizamabad,2026-02-05 14:45:01,45,89
Hitech City,Nalgonda,2025-12-29 00:21:01,50,90
Gachibowli,Ameerpet,2026-02-09 10:43:01,49,94
Medak,Khammam,2026-01-08 04:55:01,47,78
Suryapet,Nizamabad,2026-01-20 10:30:01,46,90
Mahabubnagar,Adilabad,2026-02-01 10:45:01,41,80
Warangal,Kukatpally,2026-01-22 09:51:01,50,97
Warangal,Dilsukhnagar,2026-01-07 08:00:01,44,105
Nizamabad,Siddipet,2026-01-22 23:50:01,50,93
Siddipet,Mehdipatnam,2026-01-13 12:36:01,35,104
Hyderabad MGBS,Medak,2026-01-14 03:49:01,37,80
Gachibowli,Medak,2026-02-01 09:07:01,46,85
JBS Secunderabad,Mehdipatnam,2026-01-16 00:48:01,45,84
Hyderabad MGBS,Nalgonda,2026-01-06 22:08:01,41,83
Gachibowli,Medak,2026-01-21 00:39:01,35,92
Suryapet,Nalgonda,2026-01-11 16:09:01,40,105
Hitech City,Suryapet,2026-01-02 10:52:01,38,80
Khammam,Nizamabad,2025-12-27 20:39:01,46,103
Warangal,Uppal,2026-02-05 21:10:01,47,77
Hyderabad MGBS,JBS Secunderabad,2026-01-06 15:27:01,40,96
Suryapet,Warangal,2026-01-04 00:18:01,46,80
Warangal,Hitech City,2026-01-31 00:16:01,39,87
LB Nagar,Kukatpally,2026-02-06 05:22:01,47,88
Gachibowli,Dilsukhnagar,2025-12-27 19:03:01,41,100
Mehdipatnam,Nalgonda,2026-01-24 09:24:01,41,83
Karimnagar,JBS Secunderabad,2026-01-28 14:09:01,43,96
Ameerpet,Mehdipatnam,2026-01-21 17:06:01,42,91
Adilabad,Karimnagar,2025-12-29 15:50:01,38,87
Hitech City,Kukatpally,2026-01-01 23:48:01,45,95
Mehdipatnam,Warangal,2026-02-08 14:18:01,50,96
Nalgonda,JBS Secunderabad,2026-01-22 09:11:01,34,97
Uppal,Mahabubnagar,2026-01-19 15:29:01,38,94
JBS Secunderabad,Hyderabad MGBS,2026-01-30 20:34:01,50,76
Nizamabad,Karimnagar,2026-01-02 13:39:01,37,104
Uppal,Dilsukhnagar,2026-02-09 16:38:01,38,104
Warangal,Khammam,2026-01-10 00:43:01,34,91
Adilabad,Suryapet,2026-01-04 08:41:01,35,98
Gachibowli,Mahabubnagar,2026-01-17 02:08:01,45,104
Adilabad,Nalgonda,2026-01-21 12:10:01,49,103
Medak,Ameerpet,2026-01-08 23:22:01,38,94
JBS Secunderabad,Warangal,2025-12-28 15:06:01,45,102
