from_stop,to_stop,time,passenger_count,fare
Nizamabad,Karimnagar,2026-02-01 04:33:01,68,135
Suryapet,Karimnagar,2026-01-11 03:32:01,57,121
Gachibowli,JBS Secunderabad,2026-01-05 23:28:01,70,131
Nalgonda,Mahabubnagar,2026-02-01 23:36:01,53,124
Kukatpally,LB Nagar,2026-02-01 06:34:01,60,124
LB Nagar,Ameerpet,2025-12-26 21:49:01,52,112
JBS Secunderabad,Gachibowli,2026-01-04 18:22:01,51,122
Khammam,Suryapet,2026-01-11 04:55:01,67,130
Uppal,Dilsukhnagar,2026-01-20 00:26:01,51,150
Warangal,Nalgonda,2026-01-15 20:01:01,68,104
Suryapet,Gachibowli,2026-02-06 21:25:01,65,108
Uppal,Hyderabad MGBS,2026-01-03 10:40:01,56,140
Adilabad,Warangal,2025-12-28 00:55:01,57,132
Nalgonda,LB Nagar,2026-01-05 09:47:01,50,114
Medak,Warangal,2026-01-14 13:32:01,67,144
Dilsukhnagar,Medak,2026-01-06 22:08:01,70,120
LB Nagar,Siddipet,2026-01-06 23:15:01,70,132
Nizamabad,Dilsukhnagar,2026-01-10 20:27:01,54,104
LB Nagar,Karimnagar,2026-02-06 08:21:01,48,148
Warangal,Dilsukhnagar,2026-01-08 06:52:01,70,108
Karimnagar,Hitech City,2026-02-02 14:16:01,66,143
Mehdipatnam,Karimnagar,2026-01-05 14:08:01,57,113
Nizamabad,Hitech City,2025-12-27 04:19:01,49,109
Siddipet,Mehdipatnam,2026-01-15 04:33:01,57,150
Ameerpet,Hitech City,2026-02-05 17:20:01,53,105
Hitech City,Dilsukhnagar,2026-01-22 10:29:01,66,126
Suryapet,JBS Secunderabad,2025-12-27 18:27:01,58,121
Karimnagar,Kukatpally,2026-01-27 19:52:01,60,113
Adilabad,Ameerpet,2025-12-26 07:21:01,50,130
JBS Secunderabad,Uppal,2026-01-30 18:03:01,58,145
Nalgonda,Mehdipatnam,2026-02-09 01:15:01,61,122
Mahabubnagar,Dilsukhnagar,2026-01-14 10:40:01,65,119
LB Nagar,Mahabubnagar,2025-12-28 16:51:01,51,120
JBS Secunderabad,Nalgonda,2026-01-07 19:27:01,66,150
Dilsukhnagar,Mahabubnagar,2026-01-19 17:57:01,70,116
Nalgonda,Karimnagar,2026-02-11 04:29:01,69,101
Adilabad,Suryapet,2026-01-08 10:50:01,61,113
Suryapet,Nizamabad,2026-01-18 13:23:01,48,139
Mahabubnagar,Nalgonda,2026-01-15 04:47:01,49,113
JBS Secunderabad,Nalgonda,2026-01-03 05:32:01,58,148
Warangal,Siddipet,2026-01-07 19:15:01,59,130
Mehdipatnam,Medak,2026-01-17 14:07:01,57,124
Medak,Uppal,2026-01-20 10:38:01,58,112
Uppal,LB Nagar,2026-01-12 19:14:01,61,144
Ameerpet,Uppal,2026-01-25 19:27:01,53,141
Nizamabad,Warangal,2025-12-31 12:37:01,53,122
Nizamabad,Kukatpally,2026-01-22 04:54:01,60,117
Mahabubnagar,Warangal,2026-01-23 12:34:01,57,140
Mahabubnagar,Nalgonda,2026-02-04 06:36:01,51,139
Medak,Hitech City,2026-02-05 20:23:01,62,124
Dilsukhnagar,Kukatpally,2026-01-28 21:23:01,55,111
Khammam,Siddipet,2026-01-30 12:49:01,61,134
Hyderabad MGBS,Mehdipatnam,2026-01-22 04:30:01,68,116
Uppal,Warangal,2026-01-19 07:55:01,49,149
Siddipet,LB Nagar,2026-02-05 01:08:01,61,119
Nizamabad,LB Nagar,2026-01-03 03:32:01,48,138
Medak,Warangal,2026-01-17 10:51:01,54,144
Mehdipatnam,Uppal,2026-01-28 03:04:01,48,112
Warangal,JBS Secunderabad,2026-01-23 01:29:01,60,133
Hyderabad MGBS,JBS Secunderabad,2026-01-08 03:24:01,64,144
Uppal,Ameerpet,2026-01-09 08:05:01,52,150
Nizamabad,Siddipet,2026-01-22 02:39:01,59,100
Khammam,Nizamabad,2026-01-31 08:47:01,58,130
Mahabubnagar,Mehdipatnam,2026-02-04 06:18:01,58,143
Siddipet,Warangal,2026-02-02 00:42:01,68,135
Hitech City,Gachibowli,2026-01-17 07:58:01,62,131
Suryapet,Gachibowli,2026-01-28 06:46:01,68,133
Warangal,Khammam,2026-01-27 20:33:01,58,101
Ameerpet,Gachibowli,2026-01-11 22:09:01,51,116
Warangal,Suryapet,2026-01-27 14:30:01,64,114
Nalgonda,Uppal,2025-12-26 21:31:01,59,106
Medak,Suryapet,2026-01-12 08:01:01,55,102
JBS Secunderabad,Uppal,2026-01-18 17:00:01,48,110
JBS Secunderabad,Dilsukhnagar,2025-12-25 22:59:01,53,114
Karimnagar,Nizamabad,2026-02-08 12:41:01,59,138
Kukatpally,Khammam,2025-12-31 11:16:01,50,114
Mehdipatnam,Siddipet,2026-01-27 00:52:01,59,150
Nizamabad,Suryapet,2026-02-11 10:49:01,62,117
Gachibowli,Mehdipatnam,2026-01-29 23:19:01,59,102
Mahabubnagar,Suryapet,2026-01-10 15:58:01,56,113
Medak,Kukatpally,2026-01-26 05:15:01,52,150
Suryapet,Siddipet,2026-01-29 18:51:01,52,116
Ameerpet,Mehdipatnam,2026-01-08 21:04:01,56,123
Dilsukhnagar,Suryapet,2026-02-06 18:47:01,55,134
Kukatpally,Hitech City,2025-12-29 00:59:01,59,107
Kukatpally,Medak,2026-01-15 19:49:01,65,142
JBS Secunderabad,Nalgonda,2026-01-24 22:49:01,65,140
Mehdipatnam,LB Nagar,2026-01-20 10:59:01,66,108
Hyderabad MGBS,Medak,2026-01-10 16:56:01,48,121
Khammam,JBS Secunderabad,2026-02-10 07:20:01,52,135
Gachibowli,Nizamabad,2026-02-07 17:36:01,53,126
Hyderabad MGBS,Khammam,2026-01-01 01:10:01,61,142
Mahabubnagar,Adilabad,2026-02-05 13:01:01,48,100
Warangal,Siddipet,2026-01-07 13:16:01,61,108
Mahabubnagar,Warangal,2026-01-31 13:55:01,56,115
Dilsukhnagar,Uppal,2026-01-25 15:17:01,65,111
Siddipet,Karimnagar,2026-01-26 04:41:01,53,131
Uppal,Mahabubnagar,2026-01-30 08:04:01,64,139
JBS Secunderabad,LB Nagar,2026-01-15 03:45:01,64,119
