from_stop,to_stop,time,passenger_count,fare
Suryapet,Dilsukhnagar,2026-01-22 21:04:01,18,38
Nalgonda,Khammam,2026-02-09 17:15:01,19,48
Nizamabad,Adilabad,2025-12-27 00:52:01,21,37
Adilabad,Medak,2026-02-01 03:55:01,16,44
Siddipet,Hitech City,2026-01-26 06:34:01,17,41
Nizamabad,Karimnagar,2026-01-17 22:27:01,26,40
Mahabubnagar,Uppal,2026-01-31 21:43:01,19,39
Mehdipatnam,Nizamabad,2026-02-02 11:05:01,21,28
LB Nagar,Medak,2026-01-04 22:16:01,21,39
Nalgonda,Nizamabad,2026-01-12 21:18:01,26,45
Siddipet,Hyderabad MGBS,2025-12-26 23:24:01,23,48
Nalgonda,Ameerpet,2026-02-01 13:53:01,19,31
JBS Secunderabad,Nalgonda,2026-01-14 05:22:01,23,41
Nalgonda,LB Nagar,2026-01-20 23:50:01,26,29
Suryapet,Uppal,2026-02-03 22:56:01,24,40
Gachibowli,Mehdipatnam,2026-01-20 05:12:01,24,38
Nalgonda,Gachibowli,2026-02-10 10:53:01,24,32
Ameerpet,Suryapet,2026-01-21 23:56:01,19,45
Karimnagar,Suryapet,2026-01-08 15:32:01,14,29
Mehdipatnam,Hitech City,2026-02-05 21:01:01,23,30
Ameerpet,Nizamabad,2025-12-27 11:13:01,16,48
Siddipet,Hitech City,2026-01-20 08:07:01,14,34
Hitech City,Mehdipatnam,2026-01-29 15:33:01,17,32
Warangal,Adilabad,2026-01-20 23:20:01,25,30
JBS Secunderabad,Adilabad,2026-01-15 12:27:01,26,34
Suryapet,Mehdipatnam,2026-01-23 09:23:01,19,45
Suryapet,Uppal,2026-01-05 09:25:01,15,35
Suryapet,Kukatpally,2026-01-18 01:42:01,18,34
Nalgonda,Uppal,2026-02-09 22:09:01,19,40
Nalgonda,Siddipet,2025-12-30 11:41:01,15,48
Gachibowli,Siddipet,2026-01-30 12:09:01,17,36
Gachibowli,Karimnagar,2026-01-21 19:39:01,21,39
Siddipet,LB Nagar,2026-01-01 07:45:01,22,33
Mehdipatnam,Hitech City,2026-01-18 17:41:01,18,28
Medak,Ameerpet,2025-12-29 23:30:01,17,48
Dilsukhnagar,Hyderabad MGBS,2026-01-28 20:27:01,20,35
Hyderabad MGBS,Siddipet,2026-01-03 01:08:01,22,46
Mehdipatnam,Siddipet,2026-01-10 09:08:01,26,30
Hyderabad MGBS,Uppal,2026-02-05 03:27:01,25,43
LB Nagar,Ameerpet,2026-01-29 11:00:01,21,43
Ameerpet,Karimnagar,2026-02-02 02:26:01,16,38
Ameerpet,Medak,2026-02-06 02:52:01,19,35
Uppal,Ameerpet,2026-01-10 13:35:01,19,32
Hitech City,Nalgonda,2025-12-31 11:38:01,17,37
Dilsukhnagar,Medak,2025-12-25 09:09:01,22,30
Hyderabad MGBS,Uppal,2026-02-03 17:31:01,20,46
Mehdipatnam,Warangal,2026-01-16 00:31:01,23,33
Nizamabad,Suryapet,2026-02-01 08:41:01,18,39
Uppal,LB Nagar,2026-01-23 00:01:01,21,36
Ameerpet,Siddipet,2026-02-01 08:37:01,20,43
Uppal,Ameerpet,2025-12-25 05:59:01,22,37
LB Nagar,Karimnagar,2026-01-17 14:44:01,21,32
JBS Secunderabad,LB Nagar,2026-01-06 08:49:01,23,46
Uppal,Mehdipatnam,2026-01-20 00:16:01,22,32
Hyderabad MGBS,Medak,2026-01-09 11:18:01,21,36
Karimnagar,Medak,2026-01-29 10:00:01,21,35
Nalgonda,Mehdipatnam,2026-02-05 06:47:01,15,37
Mahabubnagar,Medak,2026-01-21 12:43:01,18,44
Hyderabad MGBS,Suryapet,2026-01-24 03:13:01,18,46
Hyderabad MGBS,Adilabad,2026-02-10 11:05:01,23,46
Nizamabad,Ameerpet,2026-01-01 21:26:01,23,46
Mahabubnagar,Warangal,2026-02-10 19:01:01,18,41
Nalgonda,Warangal,2025-12-28 07:11:01,20,45
Hitech City,Dilsukhnagar,2026-01-21 13:27:01,26,41
Gachibowli,Medak,2026-01-14 16:55:01,16,32
Hyderabad MGBS,Mehdipatnam,2026-01-10 09:46:01,22,29
Adilabad,Nalgonda,2026-01-08 17:49:01,16,31
Nizamabad,Karimnagar,2026-01-03 20:20:01,20,33
Ameerpet,Khammam,2026-01-02 04:32:01,25,35
Ameerpet,Warangal,2026-02-08 15:37:01,21,45
Hyderabad MGBS,LB Nagar,2026-01-12 14:38:01,14,33
Kukatpally,Dilsukhnagar,2026-01-02 12:50:01,17,36
Nizamabad,Hitech City,2025-12-25 20:01:01,16,36
Siddipet,Warangal,2026-01-24 06:13:01,22,42
Khammam,Uppal,2026-01-10 01:58:01,24,43
Gachibowli,Nizamabad,2026-01-04 15:21:01,25,37
LB Nagar,Mahabubnagar,2026-01-12 13:35:01,25,35
Nalgonda,Gachibowli,2025-12-26 04:22:01,24,29
Adilabad,Hyderabad MGBS,2025-12-30 23:19:01,19,38
LB Nagar,Warangal,2025-12-28 09:13:01,15,44
Kukatpally,Gachibowli,2026-01-04 03:14:01,17,28
Mehdipatnam,Karimnagar,2026-01-19 09:28:01,15,43
Adilabad,Dilsukhnagar,2026-01-16 18:18:01,19,41
Adilabad,Uppal,2026-02-04 10:25:01,19,44
Ameerpet,Warangal,2026-01-02 18:34:01,15,37
Suryapet,Khammam,2026-01-28 03:25:01,18,43
Nizamabad,Medak,2026-01-26 13:42:01,26,36
Gachibowli,JBS Secunderabad,2025-12-31 17:22:01,14,36
Uppal,Ameerpet,2025-12-31 08:23:01,26,34
LB Nagar,Ameerpet,2025-12-27 13:20:01,20,37
Mahabubnagar,Karimnagar,2026-02-02 00:53:01,14,42
Khammam,LB Nagar,2026-01-01 19:20:01,16,28
Hyderabad MGBS,Ameerpet,2026-02-03 10:11:01,15,44
Ameerpet,Siddipet,2026-01-04 17:15:01,22,48
Siddipet,LB Nagar,2026-01-04 23:08:01,16,30
JBS Secunderabad,Nizamabad,2026-01-24 13:02:01,22,39
Nalgonda,Adilabad,2026-02-08 23:42:01,20,32
Adilabad,Warangal,2025-12-30 11:20:01,14,39
Khammam,Gachibowli,2026-01-10 05:41:01,18,43
LB Nagar,Kukatpally,2026-01-16 12:50:01,25,41
JBS Secunderabad,Kukatpally,2026-01-17 10:42:01,20,35
Gachibowli,Suryapet,2026-01-15 03:20:01,22,43
